その時々の食材、地元のものを楽しめます,1136
北海道に限らずその地域の季節の食材は本当に美味しいので是非食べたいですね,1136
北海道の旬の食材が、魚介を中心に、たっぷりと出てきます,1024
函館では海鮮でしょ…そうなんですけどね、食べログで見つけちゃったおいしそうなスープカレーのお店数件その中でもココ、吉田商店に惹かれたのよ,212
それにしても、なんぼにする？って、メニューで何でここだけ関西なんでしょうｗガゴメ昆布は旧南茅部町含む、全国有数の高級昆布産地である道南が誇る地元食材,212
北海道の牡蠣と言えば、道東の厚岸とサロマ湖、それに道南の知内町が有名です,212
シーズンの函館のスーパーには、知内の牡蠣がたくさん並んでいます,212
牡蠣というと広島や三陸も有名ですが、北海道の牡蠣もなかなかのもの,212
北海道でスープカレーを食べてみたいという方にも、せっかくなら北海道の牡蠣を食べてみてほしいです,212
"October31,201222:09:39函館　スープカリー　吉田商店テーマ：グルメ日記今までホテルのすぐ側にあったスープカリー屋さんが移転してしまうということで…久々に市電でちょっと遠くまでお出かけしました…元々十字街に支店もあったのですが数年前に店長が妊娠のため閉店となってしまいまして…ちと不便になっちゃったんですよね?で、こちらのお店がこんな感じ…場所は市電で函館駅前から湯の川方面へ向かった3つ目かな？千歳町電停を降りてすぐですな…まあ、市電の通りからちと中に入るので微妙にわかりにくいかも…して、今夜はこちらを頼んで見ました?揚げ餃子カリー　880円也ご飯は大盛り・中盛りは注文時であれば無料でお替りだと有料のようです…で、トッピングにウインナー（100円）を頼んだのですが…4本も入ってましたわ?カリーをアップにすると…こーんなかんじ?ゆで卵（半分）に人参・ブロッコリー・ナス・キャベツ・マッシュルーム・ピーマン・きのこ類等々やっぱり具材がにぎやかでいいですな?で、テーブルにはこんなものが…香りのスパイスが置いてありました?確かにこのビンを振りかけるといい香りが広がりましたね?あ、ちなみに辛さも当然のように選べるのですが０?１０まであり２までは無料でそれ以上になると有料のようです…俺は１だったかな？それでも結構寒い函館にもかかわらず汗をかきましたよｗｗで、お味のほうは…餃子は結構にんにくの効いた俺の大好きなお味ｗｗして、スープはとろみは全くないといった感じの…本当スープって感じのものでしたな?今まで行ってた店はもう少しとろみがあったように感じるので…ま、スープカリーが函館で食べたくなったらこれからはこの店へ行くのかな?？にほんブログ村にほんブログ村にほんブログ村にほんブログ村",212
ミルキッシモのジェラートはイタリアのドルチェをモチーフにしたフレーバー「ミルキッシモ ドルチェリア」、北海道の旬の食材にこだわったフレーバー「北海道メルカート」、オリジナルレシピのオススメフレーバー「ミルキッシモ スペチアレ」という3ジャンルに分かれるそうです,117
北海道産の食材を使用とのことで、かぼちゃと枝豆をダブルでいただきました,117
地元産の食材を使用した北海道ならではのジェラード、そしてティラミスを始め、イタリアらしいフレーバーも豊富です,117
北海道ならではの食材にこだわったフレーバーがそろうジェラート店、ミルキッシモにお伺いいたしました,117
地元の美味しい食材,117
●イカバターの鉄板焼き（まるごと1パイ）￥920さすがイカの街「函館」、イカの身が分厚くて、ほぼ円筒,1083
今回頂いたのは先ほども出たオリジナル銘柄の「函館開拓史ビール」に「赤れんがビール」を小ジョッキで１杯づつ、おつまみには地魚を使ったという「フィッシュ＆チップス」を,1083
食べ物も北海道産の食材にこだわったものを選ぶといいかもしれません,1083
函館、おいしいものがありすぎで、3泊4日だと食べきれませんね(笑),1083
おつまみ類も地物を中心にそろっており、カスベ（エイ）の唐揚げはビールに非常にあいます,1083
約10年ぶりの北海道,1083
何か函館のもので、日持ちするものをお土産にしたいなと思い、元祖　山親爺煎餅の丸い缶入りセットにしました,611
近海の蛸を使用しており、地元の人に人気のたこ焼き屋さんの様で今回伺ってみました,252
2015/2 訪問約10年ぶりの函館,927
いわずもがな、函館ゆーたら塩ラーメンじゃきｗ函館のイカを食べたがる友人にじゃっかん犠牲になってもらい、五稜郭観光中ぅ、ラーメン屋に３，４０分一緒にならんでもらった・・(*´д｀*)ゴメソ,927
さすが函館、がごめ昆布の出汁は素晴らしい,927
２０１６鹿児島ツアーを終えた２日後・・・次は北国だ！は～るばるぅ行くぜ、函館へ～～というわけで、２０１６函館ツアー！何年ぶりかなぁ・・・函館・・・１５年ぶりぐらいかなぁ・・・羽田経由で函館空港へ・・・前来た時は札幌から車で来たからなぁ・・・遠かった・・・,927
旨いに決まってますｗ函館の食材にこだわって、90年看板を守り続ける「岡田製麺」が作った　特注麺,927
函館には美味しい海鮮やハンバーガー、焼鳥などいっぱいあってここらで別腹のものを食べたくなり探していたらなんと駅前に,819
さつまいもは北海道厚沢部町の黄金千貫を１００％しようしたスイートポテトに函館産の牛乳も入った道南の食材を使ったお菓子です,743
そして美味しいんですよ！???エビフライ・タコ・グラタン・そして鮪！大間とは海峡挟んだだけなので、函館側の戸井の鮪も有名になりつつあります！魚介系は旨いですね！??普段は朝からカレーライスはたべないんですが、旅先では食べちゃいます！それでお腹一杯になるんですが・・・???そして翌日！朝から食べるなぁ…俺！???白米も旨い！???味噌汁も旨い！???????明太子＆イカ明太！???朝から重たいなぁ・・・???朝食らしいおかずですね！???美味しいんですよ！あれもこれも！???デザートもしっっかりと取ってます！???露天風呂や大浴場完備の温泉施設も完備されておりいます！???部屋にはシャワー室（湯船付きの部屋もあり）もあり、快適に過ごせました！??函館駅からはちょっと遠いですが徒歩圏内です,766
8年ぶりの函館！！久しぶりなので、食べたいものがいっぱいで困ってしまいます,471
ホタテが一番ぷりぷりで美味しかったです♪昨夜も海鮮、朝食も海鮮で函館満喫旅行♪ごちそうさまでした(´∇｀),1191
久しぶりの北海道物産展以前は名古屋の百貨店の北海道物産展を行き尽くしていましたが行きたいお店がありすぎて…行きたいところもありすぎて…時間が足りない今日この頃この日もササっと買い出し途中ちょうど昼食時間こちらで美味しそうな丼をみつけたので並んでみましたこちらのお店は実際に函館の朝市にある人気のお店弥生水産さん直営で水揚げされたばかりの新鮮魚介類をいただくことができます弥生水産はご主人様丼ぶり専門のこのお店は奥様が代表を務めていらっしゃるようですがこの催事ではおふたり揃って出店されていました函館大好きな私大将に函館の話をお聞きしながら楽しく美味しくいただきましたょ★北海道の生サンマが入った　15種類の大名盛り(2500円)《各日50杯限り》他にも数種類の丼がありましたがこんなに盛りだくさんなのはコレだけ雲丹・イクラ・蟹ボタン海老・サンマタコ・イカ・鮭子持ち昆布・タラコ帆立・ホッケなどの15種類のネタののった丼に美味しい蟹汁自家製の塩辛が付いてきます丼のネタの鮭は炙りイクラは無添加醤油漬け珍しいホッケのお刺身もとても美味しくって30分くらい並んだ価値アリです特に別添えのご自慢の塩辛は麹味噌仕立てでめっちゃ美味しい?ご飯にもお酒にも合いそうで帰りに購入してしまったほど久しぶりに物産展で美味しいものに出逢えた気がしますごちそうさまでした函館のお店にも伺いたいなぁ,382
ツマミは基本的に地物を好む質である,358
"2018.10.21(3日目)朝食の美味しい「ラビスタ函館ベイ」を9:45にチェックアウト「函館朝市」で買い物をし、JR函館駅11:35発のシャトルバスに乗車20分で函館空港に戻ってきました?♪大阪伊丹空港行きのJAL便は13:50発時間に余裕があったので、国内線旅客ターミナルビル3階にある「送迎デッキ」に出てみると、とてもいい天気の中 ""函館山"" が望め津軽海峡の向こうには大間のマグロで有名な ""下北半島"" が霞んで見えました",358
食事の方もジンギスカンがあったり、活イカがあったり、箱ウニがあったり、戸井のまぐろがあったりと、旅の最後に、それなりに、地元、北海道の味覚を楽しむことができます,358
函館を出る直前なので函館らしいものを、と思いましたが既にいか刺し定食は終了,358
海鮮丼(1900円)海鮮丼は鮪、ヒラメ、はまち、海老、いか、帆立、うに、いくら、サーモン、数の子、カニと北海道らしさを感じさせる盛り付け,358
戸井産のマグロ、青森・大間の鮪の北海道側で、近年大間よりも評価が高いくらいになってきているそうな,358
とはいえ噂に聞いていた戸井のマグロを初実食,358
メニューには築地で評判の地元産のうにとあります,358
戸井産のマグロは日本一だそう,358
ただ、今年大間産のマグロがまた記録を塗り替えたようですが,358
"March30,201122:56:17ポルックステーマ：グルメ日記アメーバイチ押しグルメ情報グルブロ参加中ポルックス住所：北海道函館市高松町511函館空港３Ｆ電話番号：0138-57-8884夕飯としては少し早かったですが…５時前に函館空港内の食堂で食べてまいりました…で、こちら海鮮丼１７００円也…空港価格でちと高いですが…函館ということでやはりネタは新鮮です…で、何が入っているかというと…こんな感じ…ぼたん海老に雲丹にマグロと数の子…カニの剥き身にサーモンといくら…あとはハマチ的なものにイカ刺し！結構いい量でしたな…あ、ちなみに最初の写真にあるグラスは…喜多里という北海道の焼酎…昆布・ジャガイモ・米とあるのですが…今日は昆布をお湯割で頂きましたわ…けど好き嫌いがハッキリするだろうな?焼酎に昆布出汁を入れたような感じで…けど好きなんだよな?これｗｗぜひ飲んでみて欲しいですわｗｗあ、して、海鮮丼のほうですが…やはり鮮度がいいだけあって味は問題ないのですが…雲丹の横にある山葵…ここまでいい物を出すのなら…練り山葵ではなく本山葵を出して欲しかったね…結構惜しい感じなんだよね…ちなみに、ここでは戸井産のマグロが食べられます…戸井というのは…有名な大間のマグロが獲れる大間町から…津軽海峡を挟んだ反対側…北海道函館市にある漁港でして…今年の初せりで史上最高値を更新したマグロが獲れたところです…んで、それが築地とか銀座なんかで食べるよりも遥かに安く食べられます…ただ、問題は一日に限定２０食だったかな…海鮮丼も数量限定で…俺が入ったときには残り２食だったようです…",358
滑走路に面した窓際の席に着いて、『ななエッグの目玉焼き洋風朝食セット』をオーダー、卵に地元産のものを使っているのが自慢のようでした,358
とりあえず北海道らしいものが食べれて満足しました,358
マグロは戸井産,358
函館らしいものと思い、「ポルックス」で空港海鮮丼１７８０円と戸井産の本マグロ丼１９００円を食べました,358
本マグロ丼は、戸井が有名な大間のマグロと漁場が同じところの北海道側なのですが、そのせいか一層美味しく感じられました,358
空港内のレストランですが、ここでは、戸井産のマグロが食べられる！とのことなのでさっそく行ってみました,358
一日限定○食と書いてありますが昼ごろにいっても、まだ注文できました♪戸井産のマグロを使用したマグロ丼海鮮丼そしてお刺身やイカ飯ののった定食を注文マグロは最初に説明が書いた紙とコースターがもらえます（笑）お初の戸井マグロですが、、、トロのような赤身です♪空港内で、おいしい海鮮をいただけるので空弁も良いですが、最後にここでぱくっと食べていくのも良いのでは？と思います景色は、飛行場が見えるので、小さなお子様でも飽きないかも？？,358
赤ナマコは函館のものらしい、ぽん酢でいただく,614
津軽海峡のサバは確か美味だったはず,614
函館から、ちちのところに(^○^)今でも時々、函館のものを送ってきてくれます(^○^)、松前漬はねばねばが嫌いなのであまり好きではありませんが、ありがたく頂きました(^○^)松前漬けもどこでもうっていますが、ここの松前漬が美味しいそうです(^○^)他の店にで何度か買いましたが、かずのこが小さいそうです(^○^)最近は、白醤油なんかもあるので、好きな方には、お土産にいいかもしれません(^○^),651
道民なので函館に来たからといって魚介にこだわりないですが、活イカはやはり函館ですかね,627
種類は多いとは言えないが、お刺身は地元のたこがあったり,369
味が伴わず、コスパが悪い…北海道にいかずとも、どこでも、食べられる味でしょうか…高級焼肉店とうたうにしては、外観、内装ともに、？がつきます,1137
函館のイカと言えば、活きイカ,725
しかし、多くの観光客に「函館のイカの味はこんなものか」という悪い印象を与えているのは大きなマイナスポイントだと思うので、全体評価は辛めにしました,725
真の函館のイカはここで食べるイカの10倍は美味しいです,725
函館市=いかなんの疑いもない人間に、「函館のイカを贅沢に使用しました,107
函館名物のイカせんべいなど袋入りのものは種類も豊富,107
ソイ、北海道らしい食材でイイねぇ,1109
食材は北海道産、函館近郊産を積極的に使用していて味は間違いなく本物,1109
その時はたこだったのですが…ココは函館ですからネ！いかしか考えられないよね,745
例えば和定食、刺身と煮物では函館の烏賊を、みそ汁もフノリで海の街を演出,1123
道南の美味しい食材をメインに、函館の地元の食材を取り入れたりしています,913
函館の夏のイカイカイカイカイカ納豆カリー(1240円)　辛さは5いかごろスープ(+100円)無料トッピングは長いも函館と言えばイカでしょ～！スープもイカの出汁(いかごろスープ)にして、納豆と山芋でネバネバ健康効果も狙っちゃいました♪独特だけど癖になるこの風味、きっと女性好みです♪美味しいカレーソースで函館のイカを堪能できて大満足です,913
"------------------------------------------------------------------------------■　ピンチョス（冷製）　\280　・　函館男爵黒豚のリエット　・　スペイン産オリーブ　・　道産白豚の自家製生ハム　・　自家製アンチョビの塩油漬け　・　自家製ピクルス　・　近海産フクラギのカルパッチョ　・　近海産フクラギの頭肉のトマト煮　・　近海産イワシの酢漬け　・　近海産ドンコのエスカベッチェ　・　バルディオン（ブルーチーズ）のムース■　ピンチョス（温製）　\280　・　厚別部産メークインの揚げいも　・　自家製アンチョビとグリエールチーズのカナッペ　・　十勝産マッシュルームと自家製生ハムの鉄板焼き　・　七飯町産夏野菜のキッシュ　・　噴火湾産甘エビのクリームコロッケ　・　道産白豚の自家製ソーセージ　・　木古内産ひじきと自家製生ハムの煮物　・　近海産片口イワシのロマナ■　本日のメニュー　・　本日の酢漬け：近海産イワシの酢漬け　\1,100　・　本日のペースト：函館男爵黒豚のリエット　\1,250　・　本日のコロッケ：噴火湾産甘エビのクリームコロッケ　\950　・　本日のカルパッチョ：近海産フクラギのカルパッチョ　\1,000■　野　菜　・　ガスパチョ　\550　・　函館近郊産白カブのクリームスープ　\550　・　七飯町産夏野菜のキッシュ　\700　・　厚別部産メークインの揚げいも　\750　・　十勝産マッシュルームのアヒージョ　\1,100　・　十勝産マッシュルームと自家製生ハムの鉄板焼き　\1,200■　卵　・　ウエポス・フリット　\750　・　フラメンコ風目玉焼き　\950　・　自家製生ハムとパンのエッグベネディクト風　\1,100　・　ガーリックシュリンプのスクランブルエッグ　\1,200■　魚介　・　尻岸内産タラのアゴとカマのニンニクパセリソース　\1,550　・　尻岸内産タラの胃のトマト煮込み　\1,200　・　近海産アンコウのグリエ　\1,500　・　近海産フクラギのグリエ　\1,300　・　近海産アンコウの唐揚げ　\1,100　・　近海産片口イワシのロマナ　\1,100　・　津軽海峡産豆イカの鉄板焼き　\900　・　近海産手首イカのアヒージョ　\1,200　・　エビのアヒージョ　\1,500　・　エビのグリエ　\1,500　・　知内産ホタテの白ワイン蒸し　\1,200■　肉　・　手羽先のグリエ　\1,200　・　牛フィレ肉のラグー　\1,650　・　ペッパーハンバーグ　\1,300　・　七飯町産交雑牛のフィレ・デ・ブランチヤ　100g~　\1,600　・　牛フィレ肉のステーキ　100g~　\2,000------------------------------------------------------------------------------メニューの構成的には、都内のバルと大差ありませんが、地元北海道産の食材を多用しているのが大きく異なるポイント",410
ピンチョスは美味しいのですが、魚料理・肉料理がちょっと弱い様な感じを受け、変に手の込んだ料理を食べるより、北海道の食材をシンプルに味わえる料理の方が美味しい感じ,410
イワシは太平洋岸であれば、全国満遍なく新鮮なものを食すことができるので、函館に来てあえてイワシを食べるのであれば他の選択肢を選んだ方が良いかも,410
普段使いならアリですが、わざわざ函館まで来たのであれば、函館あるいは北海道の食材を前面に打ち出した料理で通した方が良いと思います,410
